㐁犁,伸犁
廟寺,寺廟
廟肚,廟裡
廟脣,廟旁
廟裡个豬頭,廟裡的豬頭
廟項,廟裡
廢人,殘疾人士
廣播,廣傳
廣播,廣播節目
廳下,公廳
廳下,大廳
廳下,客廳
廳下,廳堂
廳下,正廳
廳下裡肚,客廳裡面
廳下項,客廳裡
延續音,持續音
延長記號,停留記號
建好去,建愛去
建築,建造
建議,意見
廿廿趖,蠕動的走著
弄,把玩
弄了个魚頭來拆,弄了個魚頭來拆
弄弄仔走,大搖大擺的走了
弄弄仔走,邊走邊玩
弄毛草,地膽草
弄毛草,狼尾草
弄毛蟲,毛毛蟲
弄獅,舞獅
弄神弄鬼,裝神弄鬼
弄等來,喜歡來的
弄細,弄小
弄細人仔,逗弄小孩子
弄細性兒,弄小性兒
弄老媱,裝扮成老婦人
弇,罩子
弇,蓋上
弇,蓋起來
弇,覆蓋
弇塞塞,完全遮蓋
弇得,蓋得
弇微微,密不透風
弇撇,蓋掉
弇核,蓋緊
弇等,蓋著
弇著,蓋到
弇蓋,蓋上蓋子
弇蓋仔,蓋蓋子
弊病,毛病
弋毋射宿,弋不射宿
弓啊忒,彎起來後
弓大,撐大
弓大,擴大
弓得起來,彎得起來
弓毋虛發,弓不虛發
弓箭步,弓步
弓緪,拉緊
弓緪,繃緊
弓蕉,香蕉
弓蕉園項,香蕉園裡
引而毋發,引而不發
弛,鬆懈
弛崗打陣,成群結隊而來
弛胸胛,袒胸露胛
弛走,向外滑動
弦仔,胡琴
弦歌毋輟,弦歌不輟
弦毋虛發,弦不虛發
弦索,琴弦
弦索,琴藝
弦索,絃索
弦線,絃線
弧形列島,弧形島嶼
弧線,曲線
弱,衰弱
弱弱,孱弱
弱忒,弱掉
弱毋勝衣,弱不勝衣
弱毋好弄,弱不好弄
弱水三千，正取一瓢飲,弱水三千，只取一瓢飲
弱細,弱小
弱起拍仔,弱起拍子
弳弳,鼓凸貌
張,盛裝
張先生,張老師
張公食酒李公醉,張公吃酒李公醉
張到好勢好勢,盛裝到完善完善
張古老,張果老
張大伯个,張大伯的
張天師食鬼迷,張天師吃鬼迷
張書語盡得人惜,張書語
張陳書沛盡得人惜,張陳書沛
強,強大
強力嗋石,強力磁鐵
強力電嗋石,強力電磁鐵
強強,勉強
強強,極力地
強強,極力爭取
強強,硬是
強強會,幾乎要
強敲油,勒索
強暴,強橫凶殘
強毋知以為知,強不知以為知
強烈風搓,強烈颱風
強監,強迫
強聒毋舍,強聒不舍
強賓毋壓主,強賓不壓主
強起拍仔,強起拍子
強逼,強迫
強龍毋壓地頭蛇,強龍不壓地頭蛇
彈性疲勞,彈性疲乏
彈空講嘴,彈空說嘴
彈著,彈到
彌歇,填掉
彌緊,填著
彎彎斡斡,彎彎曲曲
彎彎糾糾,彎彎曲曲
彎斡,彎曲
彎流,曲流
形仔,形狀
形仔,形體
形仔,輪廓
形影,身影
形投,儀態
形投,模樣
形投,樣子
形投,神情
形投仔,神情儀態
形體,形狀
彩色莧菜,彩葉草
彩頭,開頭運氣
彭年年公,彭每年公
影仔,影子
影到,瞄到
影印機,複印機
影啊著,一瞄到
影子財政廳次長兼友臺細組共同主席,影子財政廳次長兼友臺小組共同主席
影形毋離,影形不離
影影熠熠,亮光閃爍
影毋離燈,影不離燈
影無半點著,瞄不到半點
影盡多著,瞄得到很多
影著,無意中看到
影響著,影響到
彼眾𠊎寡,彼眾我寡
彼竭𠊎盈,彼竭我盈
彼長𠊎消,彼長我消
往擺,以前
往擺,以往
往擺,平時
往擺,往常
往擺,往日
往擺,昔日
往生,過世
往者毋可及，來者猶可待,往者不可及，來者猶可待
征得平,征服
待毋了,待不了
待毋得,待不成
待毋見,待不見
待理毋理,待理不理
律不,邋遢
律師當知法律,律師很知道法律
律律不不,邋裡邋遢
律律不不,邋裡邋遢的
律律不不,邋邋遢遢
律烏,很黑
後叔,繼父
後哀,繼母
後堂裡背肚,後堂裡
後堂裡背肚,後堂裡面
後堂裡背肚,後堂裡頭
後壁山,靠山
後尾,後面
後尾門,後門
後悔毋來,後悔不來
後悔毋及,後悔不及
後手毋上,後手不上
後手毋接,後手不接
後撐仔,後輩
後日,後天
後日暗晡,後天晚上
後日朝晨,後天早上
後果,後子
後毋為例,後不為例
後生,年紀輕輕
後生,年輕
後生个,年輕的
後生人,年輕人
後生仔,少年
後生仔,年輕人
後生時,年輕時
後生窈窈,年紀還很輕
後生細子,後生小子
後生細輩,後生小輩
後背,後面
後背,背後
後背先翻譯,後面先翻譯
後背尾,後面
後背尾,最後
後背山肚,後面山裡
後背項,後面
徑啊著,絆倒
徑手徑腳,礙手礙腳
徑杈,阻礙
徑背,境外
徑背,範圍之外
徑著,絆倒
徒毋上墓,徒不上墓
得人惜,令人憐愛
得人惜,可愛
得人惜,很可愛
得人惜,惹人憐愛
得人惜,討人喜歡
得人惜仔,可愛
得人惱,令人討厭
得人惱,惹人厭
得人惱,討人厭
得人畏,令人害怕
得人畏,令人畏懼
得人畏,可怕
得人驚,令人害怕
得人驚,令人懼怕
得人驚,可怕
得似仔,語助詞
得位,在位
得來毋易,得來不易
得便宜係落便宜,得便宜是落便宜
得到,取得
得到,獲得
得勝个貓兒歡似虎,得勝的貓兒歡似虎
得失人,得罪人
得子,得子得女
得寸就寸，得尺就尺,得寸則寸，得尺則尺
得毋个一聲,得不的一聲
得毋个風兒就係雨兒,得不的風兒就是雨兒
得毋著,得不到
得無著,得沒穿
得理毋饒人,得理不饒人
得福毋知,得福不知
得著,到手
得著,取得
得著,得到
得著,獲得
得著當多,獲益良多
得著道,得到道
得驚人,得害怕人
得黃金百斤，毋如得季布一諾,得黃金百斤，不如得季布一諾
得黃金百，毋如得季布諾,得黃金百，不如得季布諾
得𠊎惜,得我疼愛
徙,搬遷
徙位,搬遷
徙位,移位
徙位,移開
徙動,移動
徙屋,搬家
徙竇,搬家
徙著,搬到
徙著,移到
徙走,搬走
徙走,移走
徙開,挪開
徙開,移開
從何講起,從何說起
從來,一向
從來,向來
從來毋識,從來不曾
從古到今,從古至今
從師,拜師學藝
從早到暗,從早到晚
從細,從小
從細到大,從小到大
從細看大，三歲看老,從小看大，三歲看老
從頭接二,從頭按照順序
從頭接二,從頭開始
從頭漸二,從頭開始
循環毋息,循環不息
循環細數,循環小數
微微末末,很煩雜也很細微
微毋足道,微不足道
微毛末節,枝微末節
微毛末節,無關緊要的事情
微毛末節,細微末節
微細,微小
微細,細微
徵信社,徵信
德俄互毋侵犯條約,德俄互不侵犯條約
心事王,點子王
心口毋一,心口不一
心存毋軌,心存不軌
心寒膽顫,心驚膽顫
心專,專心
心律毋整,心律不整
心性,心情
心情,情緒
心情放寬兜仔,心情放置寬端仔
心情當爽,心情很舒服
心愁,擔心
心挖挖仔,一心一意追求
心有餘而力毋足,心有餘而力不足
心毋愜，口毋服,心不愜，口不服
心毋應口,心不應口
心焦焦,焦慮不安
心神毋定,心神不定
心肚,心裡
心肚項,心裡面
心肚項,心裡頭
心肝,心地
心肝,心腸
心肝,心臟
心肝仔,心肝寶貝
心肝勃勃飇,心跳加速
心肝命袋,心肝寶貝
心肝拶拶,心情鬱悶不舒暢
心肝毋託著五臟,心肝不託著五臟
心肝窟,心窩
心肝肚,心中
心肝肚,心裡
心肝肚項,內心
心肝肚項,心裡
心肝肚項,心裡頭
心肝頭,心裡
心肝頭,胸口
心臼,媳婦
心臼娘娘,心臼女子女子
心舅,媳婦
心色,有趣
心茫茫,心慌
心裡有个譜,心裡有個譜
心躁躁,心煩不安
心野野,興致勃勃
心頭,內心
心頭,心裡
心頭拶拶,心中鬱結
心頭撞細鹿,心頭撞小鹿
心頭細鹿撞个毋住,心頭小鹿撞個不住
心魂毋定,心魂不定
必壢,裂開
必壢必壢,嚴重龜裂
必必,裂開
必必,裂開貌
必必必,裂開貌
必必忒,裂開來
必撇,裂掉
必析,裂開
必毋得已,必不得已
必痕,裂痕
必目,植物發芽
必目,發芽
必筍,發芽
必籬必絲,龜裂
必紗,布裂開
必縫,裂縫
必開,破裂
必開,破開
必開,裂了開來
必開,裂開
必開來,裂開來
忍不下,忍不下方
忍俊毋禁,忍俊不禁
忍尿,憋尿
忍床,賴床
忍毋核,忍不住
忍等,忍著
忍著,忍到
忐忑毋安,忐忑不安
忐忑毋定,忐忑不定
忒,太
忒,掉
忒,結束
忒多,太多
忒大,太大
忒好了,太好了
忒少,太少
忒沉重,太沉重
忒等,而已
忒肥,太肥
忒苦,太苦
忒認真,錙銖必較
忒過時,太過時
忒釅,純度太濃
忒難搣,太難搞
志怪細說,志怪小說
志毋可奪,志不可奪
志毋可滿,志不可滿
忘𠊎,忘我
忙家毋會，會家毋忙,忙家不會，會家不忙
忙毋擇價,忙不擇價
忙毋迭个,忙不迭的
忙毋迭地,忙不迭地
忙毋過來,忙不過來
忠孝毋能兩全,忠孝不能兩全
忠臣毋事二君，烈女毋更二夫,忠臣不事二君，烈女不更二夫
忠臣落油鑊,忠言逆耳
忠貞毋渝,忠貞不渝
忤逆毋孝,忤逆不孝
快會,快要
快樂,愉快
快菜,韭菜
念,叨念
念,誦讀
念念毋忘,念念不忘
念毋絕口,念不絕口
念著,念到
忸聲下,忸聲音下方
忽个,忽的
忽忽毋樂,忽忽不樂
忽然間,忽然
忿忿毋平,忿忿不平
忿毋顧身,忿不顧身
怎个,怎的
怎毋,怎不
怎麼搞个,怎麼搞的
怏怏毋安,怏怏不安
怏怏毋平,怏怏不平
怏怏毋悅,怏怏不悅
怏怏毋樂,怏怏不樂
怒毋可抑,怒不可抑
怒毋可遏,怒不可遏
怔忡毋安,怔忡不安
怕,可能
怕係,可能
怕會,也許會
怕毋,怕不
怕毋係,怕不是
怕毋大,怕不大
怕毋待,怕不待
怕毋道,怕不道
怕見个係怪，難躲个係債,怕見的是怪，難躲的是債
怙勢仔,放心地
怙勢仔,盡情地
怙杖,枴杖
怙杖仔,拄拐杖
怙杖仔,拄著柺杖
思想,回想
思想,想到
思想起,想起
思戀,戀念不忘
思毋出位,思不出位
思量毋得,不值得同情
急就抱佛腳,急則抱佛腳
急得有如熱鍋中个螞蟻,急得有如熱鍋中的螞蟻
急性,急性子
急毋可待,急不可待
急毋可耐,急不可耐
急毋擇言,急不擇言
急水,急流
急水,湍急
急水下毋得槳,急水下不得槳
急難,危難
性命,生命
性善講,性善說
性惡講,性惡說
性暴暴仔,個性暴躁
性體,性情
性體,脾氣
怨,埋怨
怨叹,怨嘆
怨怪,怪罪
怨怪,責怪
怨恨,埋怨忿恨
怨毋得,怨不得
怨而毋言,怨而不言
怨這怨該,怨這怨那
怪俊个,怪俊的
怪味,異味
怪怨,埋怨
怪怨,責怪
怪怪仔,怪怪的
怪毋个,怪不的
怪膩个,怪膩的
怪誕毋經,怪誕不經
怫然毋悅,怫然不悅
恁,很
恁,這麼
恁,那麼
恁个,恁的
恁久,好久
恁久,最近
恁久,近來
恁久,這麼久
恁久好無,最近好嗎
恁久好無,近來好嗎
恁久無看著,好久不見
恁仔,這樣
恁仔个,這樣的
恁仔來,這麼來
恁仔忒,這麼仔忒
恁仔樣,這樣
恁仔沉撇,這樣沉掉
恁仔細,謝謝
恁仔細,謝謝你
恁仔細,道謝
恁仰,這樣
恁呢,這樣
恁堵好,這麼湊巧
恁多,這麼多
恁多仔,才那麼多而已
恁多個學生仔,那麼多個學生
恁夜,這麼晚了
恁夜吔好去睡目吔,很晚了，可以上床睡覺了
恁大仔,才那麼大而已
恁大頭个樹仔,那麼大棵的樹
恁奀,很醜
恁奀,很難看
恁好,這麼好
恁媸,很醜
恁強,這麼強
恁形,這樣
恁得人驚,這麼可怕
恁得人驚,這麼嚇人
恁悿,很疲憊
恁惡,這麼兇
恁慶,這麼厲害
恁拶,這般擁擠
恁早,早上好
恁早,早上見呀
恁早,早安
恁晝,這麼晚
恁晝,這麼遲
恁暗,這麼晚
恁暗,這麼暗
恁會,真行
恁會,這麼會
恁會,那麼能幹
恁樣,如此
恁樣,如此一來
恁樣,這樣
恁樣,這般
恁樣,那樣
恁樣个,這樣的
恁樣个,這般的
恁樣做妥當無,這仰做妥當嗎
恁樣做毋得,這樣不可以
恁樣就當會哩,這樣就很會哩
恁樣形,這樣
恁樣形,這般
恁歪,那麼壞
恁毋好,那麼不好
恁泥,這樣
恁準,這麼準
恁爽,很爽
恁爽,很舒適
恁猴,這麼精
恁老,這麼老
恁肯,這麼熱衷
恁肯,這麼願意
恁臭,這麼臭
恁臭羴,臭味這麼重
恁臭羴,這麼臭酸味
恁衰,如此倒楣
恁該,這麼容易
恁豺,很饞
恁豺,這般饞嘴
恁賺錢,真賺錢
恁遠,這麼遠
恁遽,這麼快
恁重,這麼重
恁長,這麼長
恁難,這麼困難
恁靚,很漂亮
恁靚,很美
恁靚,很美麗
恃夠夠仔,自信滿滿
恃等,仗著
恄恄惇,顫抖
恅著,以為
恆久毋渝,恆久不渝
恆溫動物,內溫動物
恆牙,恆齒
恆若毋足,恆若不足
恐怖細說,恐怖小說
恐懼毋安,恐懼不安
恤子,襯衫
恥笑,嘲弄
恨毋得,恨不得
恨毋相逢未嫁時,恨不相逢未嫁時
恨細非君子，無毒毋丈夫,恨小非君子，無毒不丈夫
恨鐵毋成鋼,恨鐵不成鋼
恩主,恩主公
恩主,恩人
恩主公,關公
恩愛夫妻毋到頭,恩愛夫妻不到頭
恩義,恩德
恬,安靜
恬下來,安靜下來
恬下來,靜下來
恬恬,不聲不響
恬恬,安靜
恬恬,沉默
恬恬,靜悄悄
恬恬,靜肅
恬恬,靜靜
恬恬,默默
恬恬仔,不聲不響地
恬恬仔,安安靜靜
恬恬仔,安靜地
恬恬仔,靜靜地
恬恬恬,很安靜
恬恬聽,安靜聽
恬恬靜靜,安安靜靜
恬恬靜靜,很寂靜
恬毋為怪,恬不為怪
恬毋為意,恬不為意
恬毋知怪,恬不知怪
恬然毋恥,恬然不恥
恬索索,寂靜無聲
恬索索,靜寂
恬肅肅,十分安靜
恬肅肅,靜悄悄
恬靜,安靜無聲
恬靜,寂靜
恬靜,靜止
恬靜恬靜,寂靜
恬風,風停
恬風,風止
恬風息氣,平靜無風
恬風息氣,風平浪靜
恭喜你升官哩,恭喜你升官了
恭敬毋如從命,恭敬不如從命
息仔,曾孫
息嫲,曾孫
息嫲,曾孫女
息把仔,一點兒
息把仔,稍微
恰毋道,恰不道
悄悄个,悄悄的
悄毋聲兒个,悄不聲兒的
悉悉疏疏,窸窸窣窣
悍然毋顧,悍然不顧
悒悒毋快,悒悒不快
悒悒毋樂,悒悒不樂
悒悒毋歡,悒悒不歡
悒鬱毋忿,悒鬱不忿
悔之毋及,悔之不及
悔毋當初,悔不當初
悲毋可抑,悲不可抑
悲毋自勝,悲不自勝
悶悶毋已,悶悶不已
悶毋作聲,悶不作聲
悶毋吭聲,悶不吭聲
悶聲毋響,悶聲不響
悿,累
悿死吔,累死了
情份,情分
情哥,情郎
情恁寡,寡情
情恁寡,少情感
情景,情形
情郎,男朋友
惜,疼愛
惜入骨,疼愛至深
惜圓,湯圓
惜字亭,聖蹟亭
惜花連盆,愛屋及烏
惟利係圖,惟利是圖
惟利係營,惟利是營
惟利係逐,惟利是逐
惟力係視,惟力是視
惟命係從,惟命是從
惟命係聽,惟命是聽
惠子知𠊎,惠子知我
惠而毋費,惠而不費
惡,兇
惡,凶
惡事莫做,壞事不要做
惡人無膽,惡人膽小
惡擎擎,兇猛
惡擎擎仔,兇巴巴的
惡蛇,毒蛇
惡豺豺,惡狠狠
惡豺豺仔,兇惡如豺狼
惡馬自有惡人騎,惡人自有惡人磨
惱,厭惡
惱,討厭
想去想轉,反覆思量
想啊起,一想起
想想仔,想一想
想想仔,想想
想愛,想要
想望,盼望
想毋來,想不到
想毋出,想不出
想毋出來,想不出來
想毋解,想不通
想毋透,想不透
想毋開,想不開
想法,點子
想看仔,想想看
想看啊,想想看
想空想缺,用心想計謀
想著,想到
想講,以為
想講,想說
想頭想尾,思前想後
想食,想吃
惶恐毋安,惶恐不安
惶悚毋安,惶悚不安
惶惶毋安,惶惶不安
惶惶毋定,惶惶不定
惹人,招惹人
惹人,招惹他人
惹惹,翹翹的
惹惹杈杈,橫七豎八
惹惹滾,吵吵嚷嚷
惹是非,招惹是非
惹毋起,惹不起
惹著,惹到
惹起來,引起來
惹起來,惹起
愁,憂愁
愁,擔心
愁㤕㤕仔,憂慮
愁下,憂愁下方
愁勞博激,憂愁又激動
愁慮,憂愁
愁慮,憂慮
愁慮,煩惱
愁面,憂愁臉
愊愊掣,因恐懼而發抖
意休毋休,意休不休
意想毋到,意想不到
愐,思考
愐,想
愐上愐下,想來想去
愐來愐去,想來想去
愐心事,想心事
愐心事,深思心事
愐想,思考
愐想,緬懷
愐愐仔,想想
愐核,想到
愐空愐路,動歪腦筋
愐空愐路,想盡辦法
愐空愐路,胡思亂想
愐著,想到
愐計,思考計謀
愐計,想計謀
愐過,認真思考過
愐都愐無,想不明白
愕愕拙拙,不靈活
愕愕然,事覺意外
愕琢,無能
愕琢,窩囊
愚毋可及,愚不可及
愛,欲
愛,要
愛㓾,要殺
愛个教育,愛的教育
愛个鼓勵,愛的鼓勵
愛人,要人
愛人仔,愛人
愛仰結煞,會怎麼辦
愛仰結煞,該怎麼辦
愛仰般,要怎樣
愛仰般去銅鑼,要怎麼去銅鑼
愛你,要你
愛使,不必要
愛使,哪要
愛使,哪需要
愛來,要來
愛倚恃,有賴
愛做麼个,要做甚麼
愛入來,要進來
愛去,欲去
愛去,要去
愛去,該去
愛去哪,要去哪
愛去哪,要去哪裡
愛去哪位,要去哪裡
愛去哪國尞,要去哪國尞
愛噭都無目汁,欲哭無淚
愛把扼機會,要把握機將要
愛死毋得氣斷,求生不得，求死不能
愛死毋得氣斷,要死了卻等不到斷氣
愛毋忍釋,愛不忍釋
愛毋釋手,愛不釋手
愛等到哪久,要等到何時
愛細,愛小
愛細義,要小心
愛聽,喜歡聽
愛聽話噢,要聽話噢
愛聽講,要聽話
愛著,愛上
愛著,愛到
愛著,要穿
愛蜜交情,要蜜繳交情
愛討,要娶
愛討,要討
愛講,要說
愛講罔講,姑妄言之
愛買,要買
愛轉去,要回去
愛轉去,要回家
愛靚,愛美
感動著,感動到
感受著,感受到
感心,感動
感激毋盡,感激不盡
感覺器,感官
感覺膩胲,吃得很膩
感覺著,感到
感覺著,感覺到
愧毋敢當,愧不敢當
慇慇,頭暈痛
慇頭疺腦,頭昏腦脹
慈心,愛心
慌毋擇路,慌不擇路
慍悴,鬱悶
慍慍悴悴,鬱悶
慍慍悴悴,鬱悶不快樂
慎細謹微,慎小謹微
慘了,悽慘
慘了,糟糕
慘死,無可奈何
慘毋忍聞,慘不忍聞
慘然毋樂,慘然不樂
慚愧,僥倖
慢,緩慢
慢一點,晚一點
慢仔,慢
慢到,晚到
慢慢仔,慢慢的
慢慢畜,慢慢養
慢慢纏,緩慢漸進
慢板,慢吞吞
慢走,慢跑
慢點,晚點
慣,習慣
慣勢,習慣
慣勢撇,習慣
慣慣,習慣了
慣騎馬个慣跌跤,慣騎馬的慣跌跤
慨,出手大方
慮無毋周,慮無不周
慶,厲害
慶,能幹
慶慶,厲害厲害
慶父毋死，魯難未已,慶父不死，魯難未已
慶腳,精明
慶腳,精明幹練
慷厥人之慨,慷他人之慨
慷慨,出手大方
憂患意識,憂患
憂道毋憂貧,憂道不憂貧
憋毋住,憋不住
憑媒講合,憑媒說合
憑筊仔,向神明請示時
憑良心講,憑良心說
憔,憔悴
憔憔,枯槁瘦病
憤恨毋平,憤恨不平
憤憤毋平,憤憤不平
憤毋顧身,憤不顧身
憨,傻
憨之憨搭,不理智
憨乎乎,傻乎乎
憨事,傻事
憨勁,傻勁
憨勁兒,傻勁兒
憨呵呵,傻呵呵
憨大頭,傻大頭
憨子,傻子
憨孩子,傻孩子
憨帽兒,傻帽兒
憨憨搭搭,憨憨傻傻
憨楞楞,傻楞楞
憨樂,傻樂
憨氣,傻氣
憨瓜照相機,傻瓜照相機
憨瓜相機,傻瓜相機
憨眼,傻眼
憨笑,傻笑
憨細子,傻小子
憨蛋,傻蛋
憨裡憨氣,傻裡傻氣
憨角,傻角
憨里憨氣,傻里傻氣
憨頭憨腦,傻頭傻腦
憶等,記掛在心
懈怠,疏懶拖延
懈懈怠怠,怠惰拖延
應,回應
應,回答
應卯食糧,應卯吃糧
應嘴,頂嘴
應嘴擘鼻,礙手礙腳
應對毋窮,應對不窮
應承,允諾
應承,承諾
應承,答應承諾
應聲,回聲
應聲,回音
應話,回話
應話,頂嘴
懊惱,鬱悶
懊躁,煩躁不安
懶下,懶下方
懶尸,懶惰
懶懶,懶洋洋
懶懶个,懶懶的
懶懶仔,意興闌珊
懶懶仔,懶洋洋
懶𧊅𧊅仔,意興闌珊
